#
# Items descriptions
#
# position 		function	flag 		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_WALL+100		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 66	0		0		0		0
P_WALL+101		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 67	0		0		0		0
P_WALL+102		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 64	0		0		0		0
P_WALL+103		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 62	0		0		0		0
P_WALL+104		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 59	0		0		0		0
P_WALL+105		P_WALL		SPRITE_STATIC	0		0		0		0		FIRST_CYBER_LEVEL + 80	0		0		0		0

  
#
# Exits
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_EXIT			P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 36	0		0		0		0
P_EXIT+1		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 37	0		0		0		0
P_EXIT+2		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 38	0		0		0		0
P_EXIT+3		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 39	0		0		0		0
P_EXIT+4		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 40	0		0		0		0
P_EXIT+5		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 41	0		0		0		0
P_EXIT+6		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 42	0		0		0		0
P_EXIT+7		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 13		0		0		0		0
P_EXIT+8		P_EXIT		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 12		0		0		0		0

P_STONE			P_STONE		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 0		ANIM_STONE_1	ANIM_TRIGGER_ERASE		0		0
P_STONE+1		P_STONE		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 46		ANIM_STONE_2	ANIM_TRIGGER_ERASE		0		0
  
P_KEY			P_KEY		SPRITE_DYNAMIC	0		0		0		0		FIRST_GLOBAL_LEVEL + 5		0		0		0		0

P_MATTOCK		P_MATTOCK	SPRITE_DYNAMIC	0		0		0		0		FIRST_GLOBAL_LEVEL + 6		0		0		0		0
P_MATTOCK+1		P_MATTOCK	SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 1		0		0		0		0

P_KEY1			P_KEY1		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 8		0		0		0		0
P_KEY1+1		P_KEY1		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 8		0		0		0		0
  
P_KEY2			P_KEY2		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 9		0		0		0		0
P_KEY2+1		P_KEY2		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 7		0		0		0		0

P_KEY3			P_KEY3		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 10	0		0		0		0
P_KEY3+1		P_KEY3		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 9		0		0		0		0

P_KEY4			P_KEY4		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 11	0		0		0		0
P_KEY4+1		P_KEY4		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 10		0		0		0		0
  
P_KEY5			P_KEY5		SPRITE_DYNAMIC	0		0		0		0		FIRST_CLASSIC_LEVEL + 12	0		0		0		0
P_KEY5+1		P_KEY5		SPRITE_DYNAMIC	0		0		0		0		FIRST_CYBER_LEVEL + 11		0		0		0		0
  
#
# Color doors - horizontal
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_DOOR1_H_O		P_DOOR1_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+1		PP_BOTTOM_JAMB_O+5
P_DOOR2_H_O		P_DOOR2_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+1		PP_BOTTOM_JAMB_O+6
P_DOOR3_H_O		P_DOOR3_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+1		PP_BOTTOM_JAMB_O+7
P_DOOR4_H_O		P_DOOR4_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+1		PP_BOTTOM_JAMB_O+8
P_DOOR5_H_O		P_DOOR5_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+1		PP_BOTTOM_JAMB_O+9

P_DOOR1_H_Z		P_DOOR1_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_Z+0		PP_BOTTOM_JAMB_O+5
P_DOOR1_H_Z+1		P_DOOR1_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_Z+1		PP_BOTTOM_JAMB_O+11

P_DOOR2_H_Z		P_DOOR2_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_Z+0		PP_BOTTOM_JAMB_O+6
P_DOOR2_H_Z+1		P_DOOR2_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_Z+2		PP_BOTTOM_JAMB_O+11

P_DOOR3_H_Z		P_DOOR3_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_Z+0		PP_BOTTOM_JAMB_O+7
P_DOOR3_H_Z+1		P_DOOR3_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_Z+3		PP_BOTTOM_JAMB_O+11
  
P_DOOR4_H_Z		P_DOOR4_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_Z+0		PP_BOTTOM_JAMB_O+8
P_DOOR4_H_Z+1		P_DOOR4_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_Z+4		PP_BOTTOM_JAMB_O+11

P_DOOR5_H_Z		P_DOOR5_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_Z+0		PP_BOTTOM_JAMB_O+9
P_DOOR5_H_Z+1		P_DOOR5_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_Z+5		PP_BOTTOM_JAMB_O+11

#
# Color doors - vertical
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_DOOR1_V_O		P_DOOR1_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+1		PP_RIGHT_JAMB_O+5
P_DOOR2_V_O		P_DOOR2_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+1		PP_RIGHT_JAMB_O+6
P_DOOR3_V_O		P_DOOR3_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+1		PP_RIGHT_JAMB_O+7
P_DOOR4_V_O		P_DOOR4_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+1		PP_RIGHT_JAMB_O+8
P_DOOR5_V_O		P_DOOR5_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+1		PP_RIGHT_JAMB_O+9

P_DOOR1_V_Z		P_DOOR1_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_Z+0		PP_RIGHT_JAMB_O+5
P_DOOR1_V_Z+1		P_DOOR1_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 31			0		0		PP_LEFT_JAMB_Z+1		PP_RIGHT_JAMB_O+11

P_DOOR2_V_Z		P_DOOR2_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_Z+0		PP_RIGHT_JAMB_O+6
P_DOOR2_V_Z+1		P_DOOR2_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 31			0		0		PP_LEFT_JAMB_Z+2		PP_RIGHT_JAMB_O+11

P_DOOR3_V_Z		P_DOOR3_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_Z+0		PP_RIGHT_JAMB_O+7
P_DOOR3_V_Z+1		P_DOOR3_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 31			0		0		PP_LEFT_JAMB_Z+3		PP_RIGHT_JAMB_O+11

P_DOOR4_V_Z		P_DOOR4_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_Z+0		PP_RIGHT_JAMB_O+8
P_DOOR4_V_Z+1		P_DOOR4_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 31			0		0		PP_LEFT_JAMB_Z+4		PP_RIGHT_JAMB_O+11

P_DOOR5_V_Z		P_DOOR5_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_Z+0		PP_RIGHT_JAMB_O+9
P_DOOR5_V_Z+1		P_DOOR5_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 31			0		0		PP_LEFT_JAMB_Z+5		PP_RIGHT_JAMB_O+11


#
# ID doors - horizontal opened
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_ID_DOOR1_H_O		P_ID_DOOR1_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+0
P_ID_DOOR1_H_O+1	P_ID_DOOR1_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97			0		0		PP_TOP_JAMB_O+4		PP_BOTTOM_JAMB_O+12

P_ID_DOOR2_H_O		P_ID_DOOR2_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+1
P_ID_DOOR2_H_O+1	P_ID_DOOR2_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97			0		0		PP_TOP_JAMB_O+5		PP_BOTTOM_JAMB_O+13

P_ID_DOOR3_H_O		P_ID_DOOR3_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+2
P_ID_DOOR3_H_O+1	P_ID_DOOR3_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97			0		0		PP_TOP_JAMB_O+6		PP_BOTTOM_JAMB_O+14

P_ID_DOOR4_H_O		P_ID_DOOR4_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+3
P_ID_DOOR4_H_O+1	P_ID_DOOR4_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97			0		0		PP_TOP_JAMB_O+7		PP_BOTTOM_JAMB_O+15

P_ID_DOOR5_H_O		P_ID_DOOR5_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+4
P_ID_DOOR5_H_O+1	P_ID_DOOR5_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97			0		0		PP_TOP_JAMB_O+8		PP_BOTTOM_JAMB_O+16

#
# ID doors - horizontal closed
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_ID_DOOR1_H_Z		P_ID_DOOR1_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+0
P_ID_DOOR1_H_Z+1	P_ID_DOOR1_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_O+4		PP_BOTTOM_JAMB_O+12

P_ID_DOOR2_H_Z		P_ID_DOOR2_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+1
P_ID_DOOR2_H_Z+1	P_ID_DOOR2_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_O+5		PP_BOTTOM_JAMB_O+13

P_ID_DOOR3_H_Z		P_ID_DOOR3_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+2
P_ID_DOOR3_H_Z+1	P_ID_DOOR3_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_O+6		PP_BOTTOM_JAMB_O+14

P_ID_DOOR4_H_Z		P_ID_DOOR4_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+3
P_ID_DOOR4_H_Z+1	P_ID_DOOR4_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_O+7		PP_BOTTOM_JAMB_O+15

P_ID_DOOR5_H_Z		P_ID_DOOR5_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+0		PP_BOTTOM_JAMB_O+4
P_ID_DOOR5_H_Z+1	P_ID_DOOR5_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 39			0		0		PP_TOP_JAMB_O+8		PP_BOTTOM_JAMB_O+16


#
# ID doors - vertical door - opened
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_ID_DOOR1_V_O		P_ID_DOOR1_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+0
P_ID_DOOR1_V_O+1	P_ID_DOOR1_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60			0		0		PP_LEFT_JAMB_O+4	PP_RIGHT_JAMB_O+12

P_ID_DOOR2_V_O		P_ID_DOOR2_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+1
P_ID_DOOR2_V_O+1	P_ID_DOOR2_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60			0		0		PP_LEFT_JAMB_O+5	PP_RIGHT_JAMB_O+13

P_ID_DOOR3_V_O		P_ID_DOOR3_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+2
P_ID_DOOR3_V_O+1	P_ID_DOOR3_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60			0		0		PP_LEFT_JAMB_O+6	PP_RIGHT_JAMB_O+14

P_ID_DOOR4_V_O		P_ID_DOOR4_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+3
P_ID_DOOR4_V_O+1	P_ID_DOOR4_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60			0		0		PP_LEFT_JAMB_O+7	PP_RIGHT_JAMB_O+15

P_ID_DOOR5_V_O		P_ID_DOOR5_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+4
P_ID_DOOR5_V_O+1	P_ID_DOOR5_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60			0		0		PP_LEFT_JAMB_O+8	PP_RIGHT_JAMB_O+16


#
# ID doors - vertical door - closed
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_ID_DOOR1_V_Z		P_ID_DOOR1_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+0
P_ID_DOOR1_V_Z+1	P_ID_DOOR1_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 51			0		0		PP_LEFT_JAMB_O+4	PP_RIGHT_JAMB_O+12

P_ID_DOOR2_V_Z		P_ID_DOOR2_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+1
P_ID_DOOR2_V_Z+1	P_ID_DOOR2_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 51			0		0		PP_LEFT_JAMB_O+5	PP_RIGHT_JAMB_O+13

P_ID_DOOR3_V_Z		P_ID_DOOR3_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+2
P_ID_DOOR3_V_Z+1	P_ID_DOOR3_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 51			0		0		PP_LEFT_JAMB_O+6	PP_RIGHT_JAMB_O+14

P_ID_DOOR4_V_Z		P_ID_DOOR4_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+3
P_ID_DOOR4_V_Z+1	P_ID_DOOR4_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 51			0		0		PP_LEFT_JAMB_O+7	PP_RIGHT_JAMB_O+15

P_ID_DOOR5_V_Z		P_ID_DOOR5_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+0	PP_RIGHT_JAMB_O+4
P_ID_DOOR5_V_Z+1	P_ID_DOOR5_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 51			0		0		PP_LEFT_JAMB_O+8	PP_RIGHT_JAMB_O+16


#
# DV doors - horizontal door
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_DV_H_O		P_DV_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 60		0		0		PP_TOP_JAMB_O+2		PP_BOTTOM_JAMB_O+10
P_DV_H_O+1		P_DV_H_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 76			0		0		PP_TOP_JAMB_O+9		PP_BOTTOM_JAMB_O+17

P_DV_H_Z		P_DV_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CLASSIC_LEVEL + 58		0		0		PP_TOP_JAMB_O+2		PP_BOTTOM_JAMB_Z+0
P_DV_H_Z+1		P_DV_H_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 79			0		0		PP_TOP_JAMB_Z+6		PP_BOTTOM_JAMB_O+17

#
# DV doors - vertical doors
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_DV_V_O		P_DV_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 49		0		0		PP_LEFT_JAMB_O+2	PP_RIGHT_JAMB_O+10
P_DV_V_O+1		P_DV_V_O	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 70			0		0		PP_LEFT_JAMB_O+9	PP_RIGHT_JAMB_O+17

P_DV_V_Z		P_DV_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CLASSIC_LEVEL + 51		0		0		PP_LEFT_JAMB_O+2	PP_RIGHT_JAMB_Z+0
P_DV_V_Z+1		P_DV_V_Z	SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 73			0		0		PP_LEFT_JAMB_Z+6	PP_RIGHT_JAMB_O+17

#
# DV doors - hor/vertical doors
#
# position 		function 	flag		minus_x 	plus_x		x_cor		y_cor		sprite		animation	when_run_anim	so_1		so_2

P_DV_H			P_DV_H		SPRITE_DYNAMIC|SPRITE_NO_ROTATE	0		0		0		0		FIRST_CYBER_LEVEL + 97		0		0		PP_TOP_JAMB_O+3		PP_BOTTOM_JAMB_O+11
P_DV_V			P_DV_V		SPRITE_DYNAMIC|SPRITE_NO_ROTATE	1		1		0		0		FIRST_CYBER_LEVEL + 60		0		0		PP_LEFT_JAMB_O+3	PP_RIGHT_JAMB_O+11
